Customer ID,Gender,Age,Income (USD/Month)
18314,1,35,14404
20752,1,63,18683
20745,1,32,3420
20848,1,30,17251
18363,1,32,8031
18088,1,31,11701
18798,1,35,5678
18490,1,24,10573
18838,1,41,3297
43177,1,52,3266
44348,1,22,29304
44599,1,35,5157
44264,1,41,13981
43369,1,31,18561
44174,1,28,2065
42366,1,37,17057
42276,1,45,11564
42899,1,20,21394
42066,1,49,15619
42141,1,35,23215
43099,1,46,21994
44175,1,39,12593
42641,1,21,16987
42039,1,62,21380
44863,1,19,16126
43536,1,28,23695
42739,1,25,20971
42970,1,49,16980
43729,1,37,14015
42330,1,50,34001
44656,1,20,9352
44379,1,30,21510
43571,1,49,7162
42242,1,40,11404
42332,1,54,18194
42538,1,33,18908
44107,1,50,34959
44274,1,25,5584
42548,1,20,3188
42682,1,43,16542
43988,1,18,5299
43499,1,52,17294
43630,1,39,8958
42493,1,38,2039
43000,1,39,22864
44526,1,24,23908
43508,1,33,3549
42918,1,50,19251
42996,1,22,14558
44874,1,30,3123
43516,1,34,9629
42748,1,23,3472
44711,1,32,11254
44224,1,55,28449
42056,1,33,7016
43602,1,56,15321
44100,1,35,10914
42535,1,23,22264
43521,1,64,14366
44511,1,52,7443
44585,1,32,23849
42567,1,36,14250
43331,1,49,6829
42954,1,19,24014
44752,1,19,23540
42654,1,33,27842
42890,1,30,13093
43579,1,28,19686
44301,1,31,7105
43169,1,40,30769
44905,1,64,3560
42461,1,58,17760
42784,1,31,6505
44422,1,50,16221
44193,1,48,8476
43451,1,26,13571
42740,1,23,22997
42110,1,21,15310
44277,1,29,8831
44667,1,35,4662
42960,1,55,23493
43706,1,24,20052
43708,1,25,10396
42499,1,25,8663
44186,1,39,10211
43614,1,23,15421
43126,1,23,16630
42979,1,55,20490
44745,1,60,23256
44054,1,36,3487
42808,1,22,2585
42796,1,57,9120
42793,1,37,2964
44966,1,27,11725
43623,1,38,19645
44343,1,32,13167
42136,1,43,15685
44693,1,36,16856
42842,1,42,21006
43715,1,20,8302
42074,1,36,16922
44652,1,42,5229
42296,1,26,7585
42195,1,39,22565
44048,1,36,23220
44062,1,26,22558
42656,1,19,24603
42578,1,43,21082
42217,1,24,8654
42537,1,27,8282
44016,1,25,14344
44210,1,65,23830
42252,1,60,13539
43737,1,19,21714
43265,1,20,30591
43151,1,36,15163
44261,1,52,16113
44818,1,37,31656
43699,1,40,21090
42259,1,29,25915
44253,1,41,5444
42372,1,19,16586
42857,1,32,8079
43990,1,33,9352
44240,1,30,18723
43445,1,23,23765
42742,1,36,4190
43815,1,39,6685
44594,1,21,33049
44316,1,25,28623
42571,1,60,19294
43020,1,59,15032
42803,1,37,27013
43541,1,63,10406
43203,1,40,6717
44091,1,64,22292
44089,1,37,19927
42615,1,47,19145
43344,1,31,16201
44430,1,54,8114
43939,1,44,16990
43584,1,31,24527
44907,1,25,16130
44336,1,22,3326
43326,1,34,2367
44297,1,40,14753
36512,1,27,8266
36850,1,64,21151
37896,1,39,7143
37800,1,61,2687
37113,1,51,15251
38915,1,52,14358
36691,1,28,6491
38274,1,24,14519
38641,1,24,13801
37641,1,21,5105
38247,1,25,12196
38256,1,22,25930
37005,1,40,23282
38635,1,31,24682
38494,1,33,33892
14850,1,39,14563
13157,1,38,7082
13717,1,34,22568
13231,1,61,22435
13258,1,36,13202
13499,1,38,23529
13166,1,19,21371
14340,1,42,5484
12335,1,24,4742
12072,1,35,18743
13090,1,40,17601
14260,1,54,29579
39975,1,40,7931
39941,1,34,19034
51779,1,28,7138
52586,1,35,10935
53334,1,26,20875
51011,1,53,24173
52067,1,58,26619
51693,1,40,11533
51246,1,61,2035
52733,1,36,24748
53094,1,24,5686
52284,1,23,12062
52185,1,44,4154
51082,1,40,3357
27602,1,23,8542
27594,1,28,3901
27884,1,32,13505
28533,1,39,28386
29039,1,35,17761
28102,1,39,14181
29494,1,28,5644
27891,1,24,14593
29651,1,23,2175
27440,1,24,20462
29599,1,27,12948
27228,1,24,15170
27705,1,61,5002
29009,1,28,15771
29558,1,27,9555
27092,1,32,9572
29443,1,46,2641
28932,1,40,21303
29559,1,20,2571
27749,1,19,13576
29675,1,27,22560
29159,1,35,23267
28115,1,62,12759
28137,1,36,10164
33771,1,31,23347
35061,1,60,23386
33730,1,18,18347
33676,1,27,11312
34040,1,60,28973
57195,1,36,24487
59288,1,56,11798
57824,1,54,16714
59580,1,19,8104
57825,1,33,12736
59807,1,39,7465
57102,1,32,17384
59062,1,23,18679
57874,1,29,23489
59419,1,18,12819
57990,1,57,8992
59588,1,20,5136
58056,1,59,15680
59272,1,38,34968
57854,1,65,5477
58656,1,51,20735
57474,1,34,16558
58500,1,22,11869
58838,1,27,14257
59310,1,38,15387
58665,1,22,6332
59961,1,61,12377
58742,1,24,4884
59793,1,28,4666
59825,1,47,7434
57691,1,20,17247
57758,1,52,12831
58476,1,59,19346
57180,1,21,16256
57153,1,25,18975
59838,1,32,30467
59301,1,58,29692
57911,1,34,24656
58805,1,33,3550
58773,1,30,30859
59006,1,19,16321
59255,1,31,16847
57060,1,63,22741
57947,1,21,12866
58434,1,29,29874
58945,1,31,5853
57622,1,28,25756
57234,1,35,33282
58480,1,25,22925
58898,1,46,11881
59824,1,18,7809
58951,1,24,2698
57222,1,38,17669
59896,1,36,19514
58888,1,34,14889
57661,1,30,13403
59144,1,46,13079
59367,1,19,21656
57812,1,24,24415
4269,1,61,19370
3059,1,39,12233
5679,1,41,3023
3617,1,34,18886
5402,1,32,17109
4118,1,32,14390
3066,1,35,16730
4408,1,20,24508
3836,1,25,24757
3243,1,24,11661
4678,1,41,33706
5882,1,45,16380
5359,1,40,13359
3167,1,20,34838
3408,1,35,13421
5249,1,37,22551
5092,1,51,23767
4581,1,34,22611
5438,1,32,6295
4820,1,29,8613
5822,1,41,3032
3110,1,19,8485
4192,1,30,19809
5970,1,21,9380
5993,1,50,14405
3363,1,31,23320
4439,1,18,28001
5077,1,36,4443
3750,1,30,18854
5031,1,55,12981
5161,1,23,10012
5773,1,33,26038
5816,1,19,14849
3295,1,53,22999
3664,1,30,8900
4615,1,31,2042
4772,1,35,12641
4802,1,33,27306
3020,1,49,6602
5067,1,34,4604
3778,1,31,12755
4924,1,47,4895
4710,1,40,3893
3597,1,37,8526
3718,1,19,11702
5322,1,32,16284
5806,1,34,21493
5803,1,54,4964
4413,1,43,11459
5704,1,32,23540
4429,1,20,23387
5633,1,49,23206
4712,1,35,3718
3496,1,32,14773
3080,1,39,6142
4856,1,35,15138
4551,1,19,6316
3820,1,39,18836
5285,1,42,12023
5728,1,19,2827
5682,1,48,23694
3487,1,29,18874
3377,1,58,12588
4671,1,26,7570
5203,1,26,9153
5268,1,25,2062
3552,1,34,24381
5523,1,35,9888
5329,1,24,16316
4866,1,18,28443
5957,1,28,3478
4448,1,19,19744
4740,1,57,18703
3322,1,29,8254
4425,1,22,5057
5602,1,23,10403
3194,1,25,30691
5354,1,35,23957
4489,1,21,32132
3420,1,40,13824
4381,1,26,24643
5919,1,30,13174
4447,1,65,16440
5922,1,28,11215
3144,1,34,22671
5794,1,61,23354
4315,1,30,12947
4873,1,62,15253
5581,1,19,17245
3703,1,35,23352
4939,1,58,15177
4021,1,35,30186
4837,1,28,4655
5650,1,45,6965
4243,1,37,8978
5867,1,36,2103
4664,1,19,17895
5583,1,27,7417
5641,1,42,10027
4184,1,49,10734
5702,1,37,10067
5217,1,60,27530
5515,1,22,15169
4273,1,19,12223
5395,1,40,8497
4960,1,20,23475
3072,1,30,21922
3766,1,33,11627
4319,1,29,13481
5368,1,24,20096
5551,1,32,16217
4347,1,41,3981
3272,1,49,6972
4827,1,38,22329
3104,1,21,10748
4763,1,25,14311
4962,1,63,11383
5211,1,35,10393
4573,1,32,22204
4314,1,56,16340
3471,1,65,3574
4535,1,39,19199
5017,1,25,7445
4206,1,28,6130
3853,1,18,12259
4177,1,26,20345
3866,1,28,19659
3784,1,22,14113
4520,1,40,23361
5618,1,36,17782
3988,1,32,18601
4822,1,31,6973
4204,1,50,9145
3251,1,23,13077
5642,1,35,16965
4838,1,27,21734
5132,1,62,4317
4895,1,33,11974
5177,1,36,14125
3230,1,19,14519
4284,1,28,18446
3054,1,19,30011
3025,1,29,14154
3588,1,44,2908
5594,1,42,21768
3345,1,33,3310
4137,1,52,26702
4379,1,24,5895
5126,1,23,11911
5560,1,65,2827
3870,1,31,19648
3481,1,46,3311
3697,1,40,17907
5779,1,42,13913
5102,1,38,20464
3456,1,33,14067
3215,1,49,26870
4951,1,23,12451
3753,1,28,19516
5671,1,24,7081
4521,1,27,24007
5396,1,26,21583
5674,1,54,2365
3202,1,21,8072
4844,1,32,5548
5229,1,64,7918
4346,1,45,11327
5814,1,29,6834
3777,1,40,12240
4621,1,44,8898
5181,1,21,22837
5447,1,27,23559
3780,1,44,16275
3971,1,18,24583
3035,1,42,11417
25066,1,63,12718
25151,1,54,6371
26008,1,28,5998
24950,1,36,15855
25947,1,30,19269
26688,1,24,5134
26220,1,24,5303
26351,1,55,5370
25524,1,19,33126
24916,1,29,6565
24451,1,34,26367
26299,1,37,2729
25072,1,54,25343
24002,1,32,19414
25653,1,54,3707
25445,1,19,22488
24138,1,35,10258
26290,1,54,11678
25154,1,18,7806
25241,1,26,29634
24573,1,32,2895
26935,1,20,8135
26602,1,45,20581
25639,1,32,9074
26995,1,42,12735
25106,1,19,14957
26824,1,26,9542
32400,1,28,17950
31023,1,19,6787
30696,1,41,15798
32546,1,23,7320
30046,1,35,14398
30163,1,37,19860
31402,1,61,16776
7715,1,21,21372
6851,1,22,26427
6534,1,56,16187
7724,1,37,22981
6548,1,20,10492
6353,1,38,22207
8378,1,33,9150
8684,1,23,3702
8356,1,62,13818
7191,1,33,2556
7060,1,21,22855
6229,1,55,13689
6857,1,20,6159
7147,1,18,19580
8942,1,59,23090
6497,1,48,10646
8617,1,30,12103
7492,1,24,9001
7326,1,40,22746
7936,1,60,9678
7500,1,30,22859
6167,1,37,13588
6553,1,28,8625
6539,1,38,6978
7359,1,18,20041
6788,1,19,6217
7315,1,27,21374
8535,1,27,12841
7213,1,20,19790
8186,1,55,9269
6266,1,39,19780
7502,1,55,17173
7705,1,19,22979
7772,1,32,4118
8117,1,21,5946
8546,1,63,8839
7178,1,23,8279
7789,1,37,9617
8757,1,47,18320
8367,1,26,22110
6664,1,54,9735
7624,1,42,4606
7076,1,21,9699
7821,1,47,23569
8755,1,39,24760
6431,1,31,20130
7522,1,34,13430
7674,1,38,3326
7935,1,20,2952
7124,1,29,15866
7474,1,20,23393
6107,1,49,24472
8968,1,46,11668
7552,1,33,3370
8507,1,58,14900
7335,1,28,10290
7819,1,18,2429
7877,1,27,34889
7176,1,38,14241
6148,1,57,19381
7871,1,37,23543
8405,1,31,16038
7439,1,23,2173
7452,1,23,29672
7986,1,31,2310
7031,1,18,21760
8770,1,32,5948
6801,1,29,4109
8946,1,40,17996
8165,1,24,4135
6977,1,19,23695
6377,1,25,20552
8435,1,34,20623
7398,1,63,15725
7975,1,18,12282
7156,1,38,4983
7931,1,22,18836
6832,1,61,22804
8293,1,20,15739
8454,1,20,14766
8042,1,32,18995
6363,1,22,4276
6004,1,47,17861
7835,1,52,12609
7976,1,30,20847
6588,1,21,21108
7538,1,64,11203
7777,1,56,9132
7639,1,23,19825
6624,1,37,8794
7645,1,65,14715
7333,1,36,19778
7073,1,26,13150
8839,1,39,22107
8867,1,19,19168
7017,1,41,20204
6914,1,30,11120
8936,1,25,22555
8908,1,44,11925
7564,1,36,17472
6572,1,37,2407
7904,1,33,20086
7233,1,50,9174
8694,1,44,2158
8571,1,24,18581
6952,1,27,18063
9841,1,52,23814
11656,1,49,20988
9198,1,44,18094
10454,1,39,13257
9665,1,40,11309
54825,1,28,6216
54218,1,49,14640
2407,1,32,19435
695,1,20,7759
2735,1,33,12911
2769,1,28,4257
1960,1,24,4236
2153,1,18,8193
1946,1,24,10602
741,1,35,17486
1604,1,32,3648
2543,1,18,3113
246,1,26,25731
901,1,36,20574
1111,1,42,9719
2302,1,65,24340
1380,1,18,10599
2876,1,30,5162
1628,1,26,5460
818,1,18,8653
2578,1,28,29241
1797,1,24,12592
2814,1,64,22395
1829,1,22,30621
726,1,36,20617
2933,1,32,14090
1249,1,18,7027
1201,1,29,23462
2519,1,52,5107
2672,1,27,3502
1865,1,32,8060
1179,1,45,16798
1566,1,20,30276
1022,1,20,22359
2491,1,19,11188
486,1,21,14416
469,1,58,18203
1555,1,19,3764
2964,1,24,13846
816,1,25,22209
1048,1,32,21837
2819,1,35,24734
455,1,44,2514
919,1,21,5334
957,1,61,4347
2203,1,40,6477
9,1,32,21212
1066,1,22,19150
2541,1,22,17890
1981,1,30,19349
951,1,27,15699
2609,1,31,31091
2265,1,33,24868
2760,1,21,4399
2404,1,38,5326
857,1,22,11438
838,1,32,16766
1859,1,31,16502
2192,1,33,6131
1250,1,64,17883
268,1,31,3273
364,1,22,14673
1233,1,31,16514
804,1,24,7333
1405,1,64,12353
2911,1,57,13404
1301,1,65,6135
376,1,21,6788
2238,1,30,9460
475,1,36,9959
2545,1,37,19803
997,1,26,20830
2171,1,31,13937
912,1,36,8737
112,1,33,19344
2757,1,25,31030
2829,1,46,3161
105,1,31,16003
2595,1,21,10439
2222,1,22,11081
1922,1,33,2897
849,1,65,18577
2794,1,59,5342
2605,1,26,30483
1698,1,23,22120
1482,1,20,12328
1600,1,35,20019
2671,1,48,20884
1934,1,31,17820
683,1,53,31517
1774,1,35,30994
732,1,48,8214
330,1,58,18152
718,1,53,17902
2207,1,39,17491
1330,1,29,15828
2001,1,35,8512
1995,1,24,17978
1073,1,21,20197
639,1,20,17060
2041,1,37,34732
783,1,62,21851
2487,1,26,15352
2437,1,25,24315
2596,1,61,16592
2682,1,36,15280
195,1,40,17940
2978,1,21,20382
2824,1,26,12204
761,1,49,6315
1693,1,42,20746
2731,1,20,22350
676,1,23,12921
2863,1,19,12524
2585,1,32,8224
1338,1,18,10924
1918,1,41,22768
2751,1,18,13200
2355,1,28,24477
1270,1,36,21493
2500,1,25,20812
748,1,22,8948
999,1,30,5886
815,1,18,9253
958,1,24,22014
2067,1,23,7236
1808,1,59,18999
1144,1,20,10707
439,1,22,5494
421,1,59,22830
1904,1,38,18859
1999,1,23,12356
2544,1,27,6822
1464,1,19,21740
2506,1,51,23235
45,1,21,19990
1047,1,62,3419
1294,1,25,11715
2593,1,33,9725
1020,1,48,21007
1540,1,18,20839
1906,1,51,4074
257,1,21,8518
2343,1,34,10972
959,1,27,16377
1779,1,18,15039
930,1,52,22347
2659,1,39,23131
441,1,28,12989
1520,1,18,14187
1305,1,27,2750
1438,1,36,9227
1062,1,25,5645
1461,1,25,7567
320,1,46,6112
1526,1,26,15413
1422,1,38,16656
2616,1,28,23620
85,1,19,19765
2773,1,44,30848
2677,1,20,2456
2270,1,37,23770
1518,1,45,28541
2354,1,34,15061
337,1,20,23802
2732,1,56,17335
1314,1,35,16557
708,1,36,17466
955,1,50,19748
2558,1,29,20650
2884,1,40,11340
1237,1,21,8044
573,1,34,2589
1375,1,45,12186
2985,1,58,22463
2675,1,36,17395
199,1,56,21690
808,1,27,5941
488,1,35,19223
1308,1,26,23843
2082,1,37,21410
559,1,18,6233
374,1,21,26477
1624,1,19,13556
1553,1,18,8738
2344,1,36,2464
2644,1,52,18406
2711,1,47,5919
1542,1,24,8710
780,1,29,23291
1523,1,52,17692
2564,1,18,20191
513,1,40,8766
2529,1,63,4551
2712,1,26,8379
2761,1,40,11462
17444,1,24,10177
17511,1,23,10711
16737,1,29,27305
17099,1,38,19787
15520,1,36,15783
17281,1,22,8959
22859,1,62,6120
21481,1,28,18030
22802,1,18,2733
21417,1,38,24041
50056,1,65,3057
49858,1,58,5370
47687,1,25,16088
46820,1,34,3809
47146,1,25,15753
46007,1,28,18102
18214,1,39,6652
18577,1,39,26691
18398,1,24,8144
20145,1,46,10816
20805,1,32,30455
19911,1,28,5263
20419,1,45,15306
20472,1,40,12616
18624,1,43,2729
20090,1,64,24366
19130,1,33,3590
20277,1,39,15889
19211,1,40,7951
19917,1,38,12191
20142,1,31,16549
19359,1,54,19064
19330,1,19,33368
20262,1,34,17851
20307,1,38,9939
18011,1,30,13581
20922,1,24,22569
19913,1,29,17103
20987,1,45,6908
18174,1,40,8775
19249,1,34,7894
18510,1,59,20062
18215,1,23,16266
18121,1,36,19975
19540,1,28,10329
18898,1,23,8092
19752,1,37,23527
20954,1,19,8193
20270,1,24,15017
18459,1,28,21977
18020,1,21,23593
20677,1,24,21511
20443,1,38,9318
18203,1,38,20029
19855,1,24,33606
20146,1,23,4500
19328,1,29,9370
44459,1,22,12190
42542,1,55,23070
44190,1,30,2335
44503,1,39,4928
44931,1,32,18330
43477,1,61,7566
44831,1,18,22792
42377,1,60,14239
42459,1,52,2374
44279,1,28,29147
44395,1,28,18902
42123,1,19,19547
44415,1,27,30434
44131,1,31,18849
44772,1,41,22943
43894,1,36,2815
42379,1,63,6460
43960,1,28,26272
44763,1,46,20809
44367,1,51,19658
44650,1,30,19630
42298,1,63,19878
44890,1,31,5485
44705,1,38,24281
43754,1,38,7604
43152,1,38,5286
42281,1,37,23478
44246,1,49,17229
43137,1,32,9263
43165,1,27,8930
43448,1,49,14763
44584,1,47,8663
42920,1,19,30821
44373,1,19,23732
43248,1,35,21252
42102,1,62,20748
43433,1,38,25052
42205,1,19,34593
43814,1,58,3919
43935,1,25,10022
44868,1,36,12296
44325,1,29,20448
42121,1,24,24684
43307,1,25,23894
42107,1,47,7894
44497,1,50,4516
44885,1,40,9091
42795,1,25,19247
42288,1,23,11548
44624,1,35,6564
44641,1,48,20929
43746,1,30,31098
44520,1,24,27243
42659,1,27,18305
44873,1,35,24054
42882,1,47,20782
43299,1,45,4913
43849,1,28,32381
42995,1,34,24936
42392,1,57,27788
42980,1,31,30820
44719,1,29,24947
42336,1,21,14359
43080,1,19,26407
43158,1,49,25840
44993,1,36,16568
43875,1,55,4316
44940,1,65,6370
42091,1,34,18230
42836,1,19,15203
42745,1,24,32877
42771,1,34,20573
44454,1,18,24077
43860,1,36,20428
43842,1,54,20507
44219,1,34,14819
44923,1,59,7925
44809,1,35,2768
44456,1,53,28656
43704,1,27,5004
43178,1,38,33127
42231,1,37,26049
42460,1,35,28334
44018,1,35,3100
44785,1,51,5718
44789,1,54,5111
42905,1,29,28550
42519,1,32,7486
44183,1,50,18093
42811,1,20,20167
43044,1,34,4836
43743,1,23,17431
43812,1,39,8826
42858,1,23,4831
42115,1,59,17550
44272,1,40,11026
44600,1,30,4947
44568,1,32,2658
43470,1,22,13883
43209,1,33,14118
43787,1,18,23119
42579,1,29,14997
42756,1,51,8280
44824,1,31,28880
42247,1,52,14823
43895,1,52,5541
44068,1,56,19324
44773,1,55,24525
44660,1,39,23842
43375,1,18,19306
42965,1,37,12131
44944,1,32,32835
44134,1,38,5479
42647,1,28,10325
44344,1,55,8269
43673,1,40,20763
44696,1,43,21025
42729,1,21,13597
43786,1,59,6048
44376,1,19,2258
43284,1,42,5861
43279,1,39,16868
43392,1,63,8391
43741,1,40,19812
42770,1,31,10712
43221,1,52,12116
44759,1,61,5393
42510,1,61,13497
42946,1,20,18141
43527,1,45,24473
43887,1,63,8617
43435,1,62,20666
42270,1,25,22031
42832,1,51,24826
42666,1,52,10883
44037,1,35,29792
44182,1,50,19278
43148,1,25,14653
43924,1,30,13399
44283,1,38,2453
43905,1,43,18909
42485,1,48,22693
42750,1,30,5549
43159,1,56,16261
44795,1,29,19295
44605,1,33,6157
43197,1,45,8117
44001,1,22,5210
43108,1,37,11079
42840,1,61,12036
42549,1,37,15396
36774,1,30,13428
37298,1,49,22669
36491,1,50,17040
37875,1,19,24083
37212,1,29,14399
38708,1,45,10310
36504,1,21,28982
38316,1,19,9498
36316,1,33,4618
37046,1,20,12339
37475,1,40,12586
36113,1,48,32884
38210,1,24,18087
36596,1,40,5220
37393,1,18,22205
37969,1,30,28776
38146,1,36,6577
36958,1,18,3382
38101,1,22,29653
37044,1,49,4640
36354,1,39,12593
36552,1,54,18477
37227,1,21,14008
37369,1,55,10807
14513,1,62,3892
13618,1,43,3079
13678,1,32,6668
13050,1,38,14178
13951,1,19,11402
13837,1,21,18139
12223,1,46,23817
12932,1,64,22173
14892,1,35,22165
14290,1,22,15248
12565,1,27,5005
13107,1,36,18908
13894,1,32,21898
14193,1,31,27116
13296,1,27,21799
41978,1,22,4254
40845,1,31,7467
41819,1,47,3300
52090,1,22,22308
52379,1,24,18015
52212,1,37,5656
52182,1,36,9940
53905,1,37,18974
53880,1,43,12774
53311,1,25,13445
52146,1,25,5841
53651,1,28,12774
52109,1,35,3477
53657,1,24,12735
51013,1,19,16840
51772,1,25,6698
52539,1,25,15958
51661,1,39,4334
52137,1,36,7447
52577,1,19,3066
52533,1,20,25214
52986,1,24,4929
52214,1,22,11658
53944,1,55,23359
51580,1,51,6115
51131,1,32,20045
52060,1,22,8590
53184,1,46,18370
52358,1,22,15964
51933,1,29,6325
53973,1,27,8249
52880,1,27,14140
53126,1,24,3032
51574,1,26,20450
53683,1,26,9389
51818,1,47,23671
53041,1,48,17556
53307,1,31,4678
52189,1,19,20974
53966,1,50,4434
51166,1,32,13643
51529,1,39,18242
51478,1,19,5547
51032,1,24,5710
53790,1,40,14088
52264,1,23,23037
51417,1,30,4042
53850,1,20,5822
53758,1,41,6529
53521,1,59,15708
52686,1,38,3386
53095,1,19,7338
53386,1,37,14534
53048,1,23,31566
51848,1,23,16891
51774,1,24,9278
51824,1,38,19745
52207,1,31,19308
52373,1,63,5134
51999,1,37,15341
51961,1,31,5498
51214,1,51,13541
52625,1,20,12090
53459,1,32,19445
52501,1,20,4182
53914,1,25,8587
52001,1,20,11060
51651,1,29,17988
51026,1,36,22564
51377,1,42,32209
51745,1,27,15072
52377,1,38,29821
52492,1,63,33881
52842,1,34,2472
51840,1,31,16074
53083,1,20,5303
53127,1,58,5433
53927,1,21,2298
52630,1,61,6627
52879,1,45,20093
53296,1,35,10874
53481,1,25,29885
52536,1,24,10606
51922,1,61,5434
52836,1,39,7420
53012,1,41,10153
53792,1,40,17751
52959,1,30,18090
51149,1,19,12869
52497,1,23,5296
51196,1,21,16965
52935,1,63,22288
52016,1,29,21124
51444,1,35,24161
52040,1,21,18206
51725,1,40,24500
51654,1,47,13408
53314,1,18,22770
52013,1,29,8619
53251,1,29,5040
51384,1,32,4082
53395,1,59,3269
53817,1,34,27642
51929,1,30,30312
53284,1,23,8938
52596,1,28,5766
53495,1,60,20873
51227,1,40,16316
52350,1,55,30596
53069,1,27,4106
51985,1,19,8467
53193,1,38,9882
53301,1,32,3211
51329,1,38,7265
52436,1,19,2758
52327,1,38,21693
52242,1,34,12084
52443,1,27,7290
51054,1,61,25316
51328,1,20,11881
52983,1,24,32171
53820,1,31,7380
51744,1,35,16508
51599,1,60,7787
52472,1,29,21484
51916,1,24,20783
52905,1,37,10720
51312,1,31,18162
53829,1,19,4456
29274,1,50,3585
29587,1,28,16515
29066,1,65,2317
29729,1,59,21189
29324,1,20,5021
29780,1,20,2273
29654,1,34,22378
29150,1,18,13969
33783,1,53,8660
35258,1,33,19129
57589,1,55,16673
58507,1,24,10415
58881,1,33,9297
57170,1,24,13856
57702,1,26,16053
59102,1,34,11245
57093,1,47,15923
58686,1,36,14046
57179,1,46,18327
57023,1,19,27986
59204,1,60,23157
59738,1,23,5368
57152,1,30,4444
57407,1,32,16995
4576,1,34,23895
3648,1,33,34820
3744,1,39,33519
4214,1,50,23221
5439,1,39,13601
3242,1,38,23148
5162,1,33,33464
3083,1,22,19575
5186,1,24,7961
4141,1,19,24750
5299,1,64,24313
4341,1,55,7494
4459,1,27,5510
3968,1,30,21443
4841,1,24,8291
5965,1,28,2877
3651,1,47,16036
4735,1,62,6277
5964,1,18,24620
3476,1,38,22498
4511,1,33,2955
4155,1,18,4726
3741,1,30,16371
5871,1,42,7672
4522,1,23,10140
5735,1,47,20033
5804,1,30,16962
4574,1,59,14631
3884,1,22,13882
26785,1,29,3611
26924,1,24,14421
24969,1,60,15441
26522,1,38,18330
25293,1,24,5182
24569,1,24,5872
